Transaction_ID,Date,Product_ID,Store_ID,Quantity,Unit_Price,Total_Amount,Month_Year,Store_Name,Region,Store_Type,Product_Name,Brand,Category
TXN2443,2026-09-01,P010,ST011,1.0,5500000,5500000.0,2026-09,CH_HCM_Q1_10,Miền Nam,D,Loa Bluetooth Marshall,Marshall,Accessories
TXN1171,2026-07-30,P010,ST010,4.0,6000000,24000000.0,2026-07,CH_BD_TDM_9,Miền Nam,C,Loa Bluetooth Marshall,Marshall,Accessories
TXN1450,2026-08-12,P003,ST012,1.0,26000000,26000000.0,2026-08,CH_HCM_Q3_11,Miền Nam,A,MacBook Air M3 8GB 256GB,Apple,Laptop
TXN1356,2026-08-26,P007,ST006,5.0,26500000,132500000.0,2026-08,CH_HCM_Q1_5,Miền Nam,D,iPad Pro M4 11 inch,Apple,Tablet
TXN2595,2026-07-05,P005,ST014,1.0,4500000,4500000.0,2026-07,CH_HCM_TB_13,Miền Nam,B,AirPods Pro 2,Apple,Accessories
TXN2475,2026-08-08,P010,ST005,1.0,5500000,5500000.0,2026-08,CH_BD_TDM_4,Miền Nam,C,Loa Bluetooth Marshall,Marshall,Accessories
TXN1324,2026-07-25,P006,ST011,4.0,9000000,36000000.0,2026-07,CH_HCM_Q1_10,Miền Nam,D,Oppo Reno 11 5G,Oppo,Smartphone
TXN2487,2026-09-15,P003,ST009,1.0,26000000,26000000.0,2026-09,CH_HCM_TB_8,Miền Nam,B,MacBook Air M3 8GB 256GB,Apple,Laptop
TXN2029,2026-08-15,P004,ST015,1.0,21500000,21500000.0,2026-08,CH_BD_TDM_14,Miền Nam,C,Xiaomi 14 5G,Xiaomi,Smartphone
TXN1904,2026-07-25,P005,ST008,1.0,6000000,6000000.0,2026-07,CH_HCM_GV_7,Miền Nam,C,AirPods Pro 2,Apple,Accessories
TXN1822,2026-08-17,P001,ST015,1.0,29000000,29000000.0,2026-08,CH_BD_TDM_14,Miền Nam,C,iPhone 15 Pro Max 256GB,Apple,Smartphone
TXN1063,2026-07-12,P007,ST014,1.0,28000000,28000000.0,2026-07,CH_HCM_TB_13,Miền Nam,B,iPad Pro M4 11 inch,Apple,Tablet
TXN1266,2026-07-29,P002,ST006,2.0,30000000,60000000.0,2026-07,CH_HCM_Q1_5,Miền Nam,D,Samsung Galaxy S24 Ultra,Samsung,Smartphone
TXN2734,2026-09-05,P010,ST004,2.0,6000000,12000000.0,2026-09,CH_HCM_TB_3,Miền Nam,B,Loa Bluetooth Marshall,Marshall,Accessories
TXN1696,2026-07-17,P004,ST014,1.0,22000000,22000000.0,2026-07,CH_HCM_TB_13,Miền Nam,B,Xiaomi 14 5G,Xiaomi,Smartphone
TXN1157,2026-09-16,P010,ST013,1.0,5500000,5500000.0,2026-09,CH_HCM_GV_12,Miền Nam,C,Loa Bluetooth Marshall,Marshall,Accessories
TXN2639,2026-09-11,P010,ST004,1.0,7000000,7000000.0,2026-09,CH_HCM_TB_3,Miền Nam,B,Loa Bluetooth Marshall,Marshall,Accessories
TXN1368,2026-09-12,P003,ST009,1.0,26000000,26000000.0,2026-09,CH_HCM_TB_8,Miền Nam,B,MacBook Air M3 8GB 256GB,Apple,Laptop
TXN1061,2026-08-13,P004,ST011,1.0,21000000,21000000.0,2026-08,CH_HCM_Q1_10,Miền Nam,D,Xiaomi 14 5G,Xiaomi,Smartphone
TXN1599,2026-08-23,P008,ST008,1.0,10000000,10000000.0,2026-08,CH_HCM_GV_7,Miền Nam,C,Apple Watch Series 9,Apple,Smartwatch
TXN2169,2026-08-09,P008,ST008,1.0,9500000,9500000.0,2026-08,CH_HCM_GV_7,Miền Nam,C,Apple Watch Series 9,Apple,Smartwatch
TXN2506,2026-09-13,P006,ST006,1.0,10000000,10000000.0,2026-09,CH_HCM_Q1_5,Miền Nam,D,Oppo Reno 11 5G,Oppo,Smartphone
TXN1254,2026-09-16,P003,ST002,1.0,26000000,26000000.0,2026-09,CH_HCM_Q3_1,Miền Nam,A,MacBook Air M3 8GB 256GB,Apple,Laptop
TXN1126,2026-09-12,P007,ST007,4.0,27500000,110000000.0,2026-09,CH_HCM_Q3_6,Miền Nam,A,iPad Pro M4 11 inch,Apple,Tablet
TXN2045,2026-08-21,P005,ST008,1.0,5500000,5500000.0,2026-08,CH_HCM_GV_7,Miền Nam,C,AirPods Pro 2,Apple,Accessories
TXN2720,2026-08-10,P006,ST001,2.0,10000000,20000000.0,2026-08,CH_HCM_Q1_0,Miền Nam,D,Oppo Reno 11 5G,Oppo,Smartphone
TXN2748,2026-09-14,P007,ST001,4.0,27000000,108000000.0,2026-09,CH_HCM_Q1_0,Miền Nam,D,iPad Pro M4 11 inch,Apple,Tablet
TXN1124,2026-09-28,P005,ST013,1.0,6000000,6000000.0,2026-09,CH_HCM_GV_12,Miền Nam,C,AirPods Pro 2,Apple,Accessories
TXN2267,2026-08-11,P004,ST004,1.0,21000000,21000000.0,2026-08,CH_HCM_TB_3,Miền Nam,B,Xiaomi 14 5G,Xiaomi,Smartphone
TXN2434,2026-09-29,P009,ST011,2.0,39000000,78000000.0,2026-09,CH_HCM_Q1_10,Miền Nam,D,Samsung Galaxy Z Fold 5,Samsung,Smartphone
TXN1263,2026-09-24,P002,ST007,1.0,29500000,29500000.0,2026-09,CH_HCM_Q3_6,Miền Nam,A,Samsung Galaxy S24 Ultra,Samsung,Smartphone
TXN1653,2026-07-20,P009,ST006,1.0,40000000,40000000.0,2026-07,CH_HCM_Q1_5,Miền Nam,D,Samsung Galaxy Z Fold 5,Samsung,Smartphone
TXN1679,2026-09-01,P001,ST003,2.0,29500000,59000000.0,2026-09,CH_HCM_GV_2,Miền Nam,C,iPhone 15 Pro Max 256GB,Apple,Smartphone
TXN1537,2026-08-11,P001,ST011,1.0,28000000,28000000.0,2026-08,CH_HCM_Q1_10,Miền Nam,D,iPhone 15 Pro Max 256GB,Apple,Smartphone
TXN2373,2026-08-21,P002,ST004,2.0,29500000,59000000.0,2026-08,CH_HCM_TB_3,Miền Nam,B,Samsung Galaxy S24 Ultra,Samsung,Smartphone
TXN1578,2026-09-29,P002,ST001,2.0,31000000,62000000.0,2026-09,CH_HCM_Q1_0,Miền Nam,D,Samsung Galaxy S24 Ultra,Samsung,Smartphone
TXN1221,2026-07-12,P005,ST006,2.0,5500000,11000000.0,2026-07,CH_HCM_Q1_5,Miền Nam,D,AirPods Pro 2,Apple,Accessories
TXN2615,2026-08-06,P004,ST007,1.0,21500000,21500000.0,2026-08,CH_HCM_Q3_6,Miền Nam,A,Xiaomi 14 5G,Xiaomi,Smartphone
TXN1753,2026-07-24,P006,ST015,1.0,10000000,10000000.0,2026-07,CH_BD_TDM_14,Miền Nam,C,Oppo Reno 11 5G,Oppo,Smartphone
TXN1088,2026-09-17,P010,ST005,1.0,7000000,7000000.0,2026-09,CH_BD_TDM_4,Miền Nam,C,Loa Bluetooth Marshall,Marshall,Accessories
TXN1676,2026-07-04,P004,ST009,1.0,22000000,22000000.0,2026-07,CH_HCM_TB_8,Miền Nam,B,Xiaomi 14 5G,Xiaomi,Smartphone
TXN1319,2026-09-23,P006,ST015,2.0,10000000,20000000.0,2026-09,CH_BD_TDM_14,Miền Nam,C,Oppo Reno 11 5G,Oppo,Smartphone
TXN2272,2026-08-09,P010,ST015,1.0,5500000,5500000.0,2026-08,CH_BD_TDM_14,Miền Nam,C,Loa Bluetooth Marshall,Marshall,Accessories
TXN2283,2026-07-15,P006,ST008,1.0,10000000,10000000.0,2026-07,CH_HCM_GV_7,Miền Nam,C,Oppo Reno 11 5G,Oppo,Smartphone
TXN2139,2026-09-09,P005,ST006,4.0,4500000,18000000.0,2026-09,CH_HCM_Q1_5,Miền Nam,D,AirPods Pro 2,Apple,Accessories
TXN1927,2026-07-23,P005,ST009,1.0,5500000,5500000.0,2026-07,CH_HCM_TB_8,Miền Nam,B,AirPods Pro 2,Apple,Accessories
TXN1119,2026-08-23,P005,ST014,1.0,6000000,6000000.0,2026-08,CH_HCM_TB_13,Miền Nam,B,AirPods Pro 2,Apple,Accessories
TXN1397,2026-08-14,P007,ST003,2.0,28000000,56000000.0,2026-08,CH_HCM_GV_2,Miền Nam,C,iPad Pro M4 11 inch,Apple,Tablet
TXN2053,2026-08-12,P005,ST006,1.0,5000000,5000000.0,2026-08,CH_HCM_Q1_5,Miền Nam,D,AirPods Pro 2,Apple,Accessories
TXN2571,2026-08-21,P004,ST002,1.0,22000000,22000000.0,2026-08,CH_HCM_Q3_1,Miền Nam,A,Xiaomi 14 5G,Xiaomi,Smartphone
TXN2480,2026-09-15,P006,ST010,1.0,9000000,9000000.0,2026-09,CH_BD_TDM_9,Miền Nam,C,Oppo Reno 11 5G,Oppo,Smartphone
TXN1062,2026-09-03,P008,ST005,3.0,10000000,30000000.0,2026-09,CH_BD_TDM_4,Miền Nam,C,Apple Watch Series 9,Apple,Smartwatch
TXN2104,2026-08-20,P004,ST001,4.0,20500000,82000000.0,2026-08,CH_HCM_Q1_0,Miền Nam,D,Xiaomi 14 5G,Xiaomi,Smartphone
TXN2557,2026-09-07,P004,ST005,1.0,21000000,21000000.0,2026-09,CH_BD_TDM_4,Miền Nam,C,Xiaomi 14 5G,Xiaomi,Smartphone
TXN1283,2026-09-03,P009,ST014,1.0,39000000,39000000.0,2026-09,CH_HCM_TB_13,Miền Nam,B,Samsung Galaxy Z Fold 5,Samsung,Smartphone
TXN1274,2026-09-11,P010,ST002,3.0,6500000,19500000.0,2026-09,CH_HCM_Q3_1,Miền Nam,A,Loa Bluetooth Marshall,Marshall,Accessories
TXN2268,2026-08-26,P002,ST005,1.0,30000000,30000000.0,2026-08,CH_BD_TDM_4,Miền Nam,C,Samsung Galaxy S24 Ultra,Samsung,Smartphone
TXN2366,2026-08-28,P005,ST011,1.0,6000000,6000000.0,2026-08,CH_HCM_Q1_10,Miền Nam,D,AirPods Pro 2,Apple,Accessories
TXN2397,2026-08-12,P010,ST013,3.0,5500000,16500000.0,2026-08,CH_HCM_GV_12,Miền Nam,C,Loa Bluetooth Marshall,Marshall,Accessories
TXN1776,2026-08-05,P008,ST014,1.0,10000000,10000000.0,2026-08,CH_HCM_TB_13,Miền Nam,B,Apple Watch Series 9,Apple,Smartwatch
TXN1423,2026-07-25,P001,ST008,1.0,29000000,29000000.0,2026-07,CH_HCM_GV_7,Miền Nam,C,iPhone 15 Pro Max 256GB,Apple,Smartphone
TXN2483,2026-09-13,P001,ST003,1.0,29000000,29000000.0,2026-09,CH_HCM_GV_2,Miền Nam,C,iPhone 15 Pro Max 256GB,Apple,Smartphone
TXN1506,2026-08-17,P006,ST007,1.0,10000000,10000000.0,2026-08,CH_HCM_Q3_6,Miền Nam,A,Oppo Reno 11 5G,Oppo,Smartphone
TXN1500,2026-07-02,P004,ST015,1.0,22000000,22000000.0,2026-07,CH_BD_TDM_14,Miền Nam,C,Xiaomi 14 5G,Xiaomi,Smartphone
TXN2573,2026-08-24,P001,ST004,1.0,29000000,29000000.0,2026-08,CH_HCM_TB_3,Miền Nam,B,iPhone 15 Pro Max 256GB,Apple,Smartphone
TXN1718,2026-07-12,P001,ST004,1.0,29500000,29500000.0,2026-07,CH_HCM_TB_3,Miền Nam,B,iPhone 15 Pro Max 256GB,Apple,Smartphone
TXN1442,2026-08-31,P004,ST013,4.0,21000000,84000000.0,2026-08,CH_HCM_GV_12,Miền Nam,C,Xiaomi 14 5G,Xiaomi,Smartphone
TXN2138,2026-09-16,P004,ST010,1.0,20500000,20500000.0,2026-09,CH_BD_TDM_9,Miền Nam,C,Xiaomi 14 5G,Xiaomi,Smartphone
TXN1218,2026-09-18,P005,ST011,2.0,5500000,11000000.0,2026-09,CH_HCM_Q1_10,Miền Nam,D,AirPods Pro 2,Apple,Accessories
TXN2784,2026-09-19,P004,ST010,2.0,21000000,42000000.0,2026-09,CH_BD_TDM_9,Miền Nam,C,Xiaomi 14 5G,Xiaomi,Smartphone
TXN1114,2026-07-22,P008,ST015,1.0,10000000,10000000.0,2026-07,CH_BD_TDM_14,Miền Nam,C,Apple Watch Series 9,Apple,Smartwatch
TXN1797,2026-09-13,P002,ST001,1.0,30000000,30000000.0,2026-09,CH_HCM_Q1_0,Miền Nam,D,Samsung Galaxy S24 Ultra,Samsung,Smartphone
TXN1206,2026-09-11,P003,ST003,1.0,25500000,25500000.0,2026-09,CH_HCM_GV_2,Miền Nam,C,MacBook Air M3 8GB 256GB,Apple,Laptop
TXN1940,2026-07-28,P007,ST015,1.0,27500000,27500000.0,2026-07,CH_BD_TDM_14,Miền Nam,C,iPad Pro M4 11 inch,Apple,Tablet
TXN2490,2026-07-02,P003,ST009,1.0,25500000,25500000.0,2026-07,CH_HCM_TB_8,Miền Nam,B,MacBook Air M3 8GB 256GB,Apple,Laptop
TXN2708,2026-09-21,P006,ST006,2.0,10500000,21000000.0,2026-09,CH_HCM_Q1_5,Miền Nam,D,Oppo Reno 11 5G,Oppo,Smartphone
TXN1811,2026-08-17,P005,ST010,0.0,6000000,0.0,2026-08,CH_BD_TDM_9,Miền Nam,C,AirPods Pro 2,Apple,Accessories
TXN1744,2026-07-07,P002,ST006,1.0,30500000,30500000.0,2026-07,CH_HCM_Q1_5,Miền Nam,D,Samsung Galaxy S24 Ultra,Samsung,Smartphone
TXN1802,2026-09-15,P007,ST011,1.0,27500000,27500000.0,2026-09,CH_HCM_Q1_10,Miền Nam,D,iPad Pro M4 11 inch,Apple,Tablet
TXN1614,2026-07-19,P006,ST014,1.0,9000000,9000000.0,2026-07,CH_HCM_TB_13,Miền Nam,B,Oppo Reno 11 5G,Oppo,Smartphone
TXN1559,2026-08-18,P005,ST014,2.0,5000000,10000000.0,2026-08,CH_HCM_TB_13,Miền Nam,B,AirPods Pro 2,Apple,Accessories
TXN2255,2026-07-24,P010,ST002,3.0,6000000,18000000.0,2026-07,CH_HCM_Q3_1,Miền Nam,A,Loa Bluetooth Marshall,Marshall,Accessories
TXN2541,2026-08-30,P009,ST014,1.0,40000000,40000000.0,2026-08,CH_HCM_TB_13,Miền Nam,B,Samsung Galaxy Z Fold 5,Samsung,Smartphone
TXN2047,2026-07-31,P009,ST007,3.0,39500000,118500000.0,2026-07,CH_HCM_Q3_6,Miền Nam,A,Samsung Galaxy Z Fold 5,Samsung,Smartphone
TXN1190,2026-07-01,P005,ST012,1.0,4500000,4500000.0,2026-07,CH_HCM_Q3_11,Miền Nam,A,AirPods Pro 2,Apple,Accessories
TXN1000,2026-08-07,P010,ST015,3.0,6500000,19500000.0,2026-08,CH_BD_TDM_14,Miền Nam,C,Loa Bluetooth Marshall,Marshall,Accessories
TXN2616,2026-07-04,P005,ST005,1.0,4500000,4500000.0,2026-07,CH_BD_TDM_4,Miền Nam,C,AirPods Pro 2,Apple,Accessories
TXN1200,2026-08-12,P009,ST007,4.0,38500000,154000000.0,2026-08,CH_HCM_Q3_6,Miền Nam,A,Samsung Galaxy Z Fold 5,Samsung,Smartphone
TXN2545,2026-08-14,P010,ST001,2.0,6000000,12000000.0,2026-08,CH_HCM_Q1_0,Miền Nam,D,Loa Bluetooth Marshall,Marshall,Accessories
TXN2602,2026-07-15,P003,ST004,1.0,26500000,26500000.0,2026-07,CH_HCM_TB_3,Miền Nam,B,MacBook Air M3 8GB 256GB,Apple,Laptop
TXN1966,2026-07-06,P006,ST002,2.0,9500000,19000000.0,2026-07,CH_HCM_Q3_1,Miền Nam,A,Oppo Reno 11 5G,Oppo,Smartphone
TXN1247,2026-09-14,P006,ST001,1.0,10500000,10500000.0,2026-09,CH_HCM_Q1_0,Miền Nam,D,Oppo Reno 11 5G,Oppo,Smartphone
TXN2422,2026-09-19,P008,ST012,1.0,10000000,10000000.0,2026-09,CH_HCM_Q3_11,Miền Nam,A,Apple Watch Series 9,Apple,Smartwatch
TXN1667,2026-09-09,P007,ST004,1.0,26500000,26500000.0,2026-09,CH_HCM_TB_3,Miền Nam,B,iPad Pro M4 11 inch,Apple,Tablet
TXN1271,2026-09-11,P007,ST002,1.0,28000000,28000000.0,2026-09,CH_HCM_Q3_1,Miền Nam,A,iPad Pro M4 11 inch,Apple,Tablet
TXN1723,2026-08-17,P007,ST010,1.0,27000000,27000000.0,2026-08,CH_BD_TDM_9,Miền Nam,C,iPad Pro M4 11 inch,Apple,Tablet
TXN2773,2026-09-02,P009,ST013,1.0,40000000,40000000.0,2026-09,CH_HCM_GV_12,Miền Nam,C,Samsung Galaxy Z Fold 5,Samsung,Smartphone
TXN1175,2026-08-12,P006,ST011,1.0,10000000,10000000.0,2026-08,CH_HCM_Q1_10,Miền Nam,D,Oppo Reno 11 5G,Oppo,Smartphone
TXN1278,2026-08-25,P002,ST005,1.0,29500000,29500000.0,2026-08,CH_BD_TDM_4,Miền Nam,C,Samsung Galaxy S24 Ultra,Samsung,Smartphone
TXN1852,2026-08-28,P005,ST014,1.0,4500000,4500000.0,2026-08,CH_HCM_TB_13,Miền Nam,B,AirPods Pro 2,Apple,Accessories
TXN2574,2026-07-04,P005,ST013,2.0,5500000,11000000.0,2026-07,CH_HCM_GV_12,Miền Nam,C,AirPods Pro 2,Apple,Accessories
TXN2143,2026-07-03,P005,ST015,1.0,5500000,5500000.0,2026-07,CH_BD_TDM_14,Miền Nam,C,AirPods Pro 2,Apple,Accessories
TXN2294,2026-08-11,P008,ST011,1.0,10000000,10000000.0,2026-08,CH_HCM_Q1_10,Miền Nam,D,Apple Watch Series 9,Apple,Smartwatch
TXN1040,2026-07-07,P009,ST014,1.0,40000000,40000000.0,2026-07,CH_HCM_TB_13,Miền Nam,B,Samsung Galaxy Z Fold 5,Samsung,Smartphone
TXN2129,2026-07-10,P005,ST002,4.0,6000000,24000000.0,2026-07,CH_HCM_Q3_1,Miền Nam,A,AirPods Pro 2,Apple,Accessories
TXN1416,2026-09-14,P006,ST009,2.0,9000000,18000000.0,2026-09,CH_HCM_TB_8,Miền Nam,B,Oppo Reno 11 5G,Oppo,Smartphone
TXN2057,2026-08-27,P002,ST007,1.0,29500000,29500000.0,2026-08,CH_HCM_Q3_6,Miền Nam,A,Samsung Galaxy S24 Ultra,Samsung,Smartphone
TXN1217,2026-07-30,P010,ST013,1.0,6500000,6500000.0,2026-07,CH_HCM_GV_12,Miền Nam,C,Loa Bluetooth Marshall,Marshall,Accessories
TXN2620,2026-09-29,P007,ST012,1.0,28000000,28000000.0,2026-09,CH_HCM_Q3_11,Miền Nam,A,iPad Pro M4 11 inch,Apple,Tablet
TXN1683,2026-07-10,P010,ST010,1.0,6500000,6500000.0,2026-07,CH_BD_TDM_9,Miền Nam,C,Loa Bluetooth Marshall,Marshall,Accessories
TXN2544,2026-07-08,P001,ST010,1.0,28500000,28500000.0,2026-07,CH_BD_TDM_9,Miền Nam,C,iPhone 15 Pro Max 256GB,Apple,Smartphone
TXN1605,2026-09-22,P004,ST005,3.0,22000000,66000000.0,2026-09,CH_BD_TDM_4,Miền Nam,C,Xiaomi 14 5G,Xiaomi,Smartphone
TXN1225,2026-07-15,P008,ST002,1.0,9500000,9500000.0,2026-07,CH_HCM_Q3_1,Miền Nam,A,Apple Watch Series 9,Apple,Smartwatch
TXN2185,2026-07-20,P006,ST015,1.0,10000000,10000000.0,2026-07,CH_BD_TDM_14,Miền Nam,C,Oppo Reno 11 5G,Oppo,Smartphone
TXN2006,2026-07-19,P008,ST015,1.0,10000000,10000000.0,2026-07,CH_BD_TDM_14,Miền Nam,C,Apple Watch Series 9,Apple,Smartwatch
TXN1449,2026-07-18,P009,ST008,1.0,40000000,40000000.0,2026-07,CH_HCM_GV_7,Miền Nam,C,Samsung Galaxy Z Fold 5,Samsung,Smartphone
TXN2135,2026-09-23,P003,ST009,5.0,25500000,127500000.0,2026-09,CH_HCM_TB_8,Miền Nam,B,MacBook Air M3 8GB 256GB,Apple,Laptop
TXN1926,2026-08-28,P006,ST001,1.0,10500000,10500000.0,2026-08,CH_HCM_Q1_0,Miền Nam,D,Oppo Reno 11 5G,Oppo,Smartphone
TXN2114,2026-08-05,P010,ST015,3.0,6500000,19500000.0,2026-08,CH_BD_TDM_14,Miền Nam,C,Loa Bluetooth Marshall,Marshall,Accessories
TXN1871,2026-08-13,P006,ST014,1.0,10000000,10000000.0,2026-08,CH_HCM_TB_13,Miền Nam,B,Oppo Reno 11 5G,Oppo,Smartphone
TXN1433,2026-08-20,P006,ST013,2.0,9500000,19000000.0,2026-08,CH_HCM_GV_12,Miền Nam,C,Oppo Reno 11 5G,Oppo,Smartphone
TXN1817,2026-09-01,P006,ST011,5.0,9500000,47500000.0,2026-09,CH_HCM_Q1_10,Miền Nam,D,Oppo Reno 11 5G,Oppo,Smartphone
TXN1371,2026-08-03,P005,ST012,1.0,5000000,5000000.0,2026-08,CH_HCM_Q3_11,Miền Nam,A,AirPods Pro 2,Apple,Accessories
TXN1264,2026-07-07,P005,ST010,1.0,6000000,6000000.0,2026-07,CH_BD_TDM_9,Miền Nam,C,AirPods Pro 2,Apple,Accessories
TXN1476,2026-09-22,P006,ST002,1.0,9000000,9000000.0,2026-09,CH_HCM_Q3_1,Miền Nam,A,Oppo Reno 11 5G,Oppo,Smartphone
TXN1650,2026-09-03,P005,ST011,2.0,4500000,9000000.0,2026-09,CH_HCM_Q1_10,Miền Nam,D,AirPods Pro 2,Apple,Accessories
TXN2017,2026-08-14,P005,ST004,1.0,5500000,5500000.0,2026-08,CH_HCM_TB_3,Miền Nam,B,AirPods Pro 2,Apple,Accessories
TXN2188,2026-09-16,P006,ST008,1.0,10000000,10000000.0,2026-09,CH_HCM_GV_7,Miền Nam,C,Oppo Reno 11 5G,Oppo,Smartphone
TXN2420,2026-09-12,P010,ST001,5.0,5500000,27500000.0,2026-09,CH_HCM_Q1_0,Miền Nam,D,Loa Bluetooth Marshall,Marshall,Accessories
TXN2548,2026-07-31,P005,ST010,1.0,6000000,6000000.0,2026-07,CH_BD_TDM_9,Miền Nam,C,AirPods Pro 2,Apple,Accessories
TXN1738,2026-07-21,P008,ST002,2.0,10000000,20000000.0,2026-07,CH_HCM_Q3_1,Miền Nam,A,Apple Watch Series 9,Apple,Smartwatch
TXN2211,2026-09-27,P009,ST015,1.0,38500000,38500000.0,2026-09,CH_BD_TDM_14,Miền Nam,C,Samsung Galaxy Z Fold 5,Samsung,Smartphone
TXN1246,2026-07-15,P001,ST003,1.0,29000000,29000000.0,2026-07,CH_HCM_GV_2,Miền Nam,C,iPhone 15 Pro Max 256GB,Apple,Smartphone
TXN2599,2026-08-28,P001,ST013,1.0,29000000,29000000.0,2026-08,CH_HCM_GV_12,Miền Nam,C,iPhone 15 Pro Max 256GB,Apple,Smartphone
TXN1505,2026-07-13,P008,ST013,2.0,9500000,19000000.0,2026-07,CH_HCM_GV_12,Miền Nam,C,Apple Watch Series 9,Apple,Smartwatch
TXN2495,2026-07-03,P008,ST006,1.0,9000000,9000000.0,2026-07,CH_HCM_Q1_5,Miền Nam,D,Apple Watch Series 9,Apple,Smartwatch
TXN2564,2026-07-03,P009,ST014,1.0,38500000,38500000.0,2026-07,CH_HCM_TB_13,Miền Nam,B,Samsung Galaxy Z Fold 5,Samsung,Smartphone
TXN1879,2026-08-13,P002,ST013,1.0,31000000,31000000.0,2026-08,CH_HCM_GV_12,Miền Nam,C,Samsung Galaxy S24 Ultra,Samsung,Smartphone
TXN1268,2026-09-10,P010,ST010,1.0,7000000,7000000.0,2026-09,CH_BD_TDM_9,Miền Nam,C,Loa Bluetooth Marshall,Marshall,Accessories
TXN1761,2026-07-16,P008,ST003,4.0,9500000,38000000.0,2026-07,CH_HCM_GV_2,Miền Nam,C,Apple Watch Series 9,Apple,Smartwatch
TXN1868,2026-09-22,P001,ST002,1.0,29500000,29500000.0,2026-09,CH_HCM_Q3_1,Miền Nam,A,iPhone 15 Pro Max 256GB,Apple,Smartphone
TXN2534,2026-09-03,P005,ST009,1.0,6000000,6000000.0,2026-09,CH_HCM_TB_8,Miền Nam,B,AirPods Pro 2,Apple,Accessories
TXN1673,2026-08-07,P010,ST013,1.0,6500000,6500000.0,2026-08,CH_HCM_GV_12,Miền Nam,C,Loa Bluetooth Marshall,Marshall,Accessories
TXN1015,2026-09-15,P002,ST007,1.0,29500000,29500000.0,2026-09,CH_HCM_Q3_6,Miền Nam,A,Samsung Galaxy S24 Ultra,Samsung,Smartphone
TXN1523,2026-08-28,P010,ST004,5.0,6500000,32500000.0,2026-08,CH_HCM_TB_3,Miền Nam,B,Loa Bluetooth Marshall,Marshall,Accessories
TXN1543,2026-08-09,P008,ST006,2.0,10000000,20000000.0,2026-08,CH_HCM_Q1_5,Miền Nam,D,Apple Watch Series 9,Apple,Smartwatch
TXN2603,2026-09-15,P007,ST013,4.0,26500000,106000000.0,2026-09,CH_HCM_GV_12,Miền Nam,C,iPad Pro M4 11 inch,Apple,Tablet
TXN2106,2026-08-01,P003,ST008,1.0,26000000,26000000.0,2026-08,CH_HCM_GV_7,Miền Nam,C,MacBook Air M3 8GB 256GB,Apple,Laptop
TXN2105,2026-09-27,P010,ST003,1.0,7000000,7000000.0,2026-09,CH_HCM_GV_2,Miền Nam,C,Loa Bluetooth Marshall,Marshall,Accessories
TXN1881,2026-09-02,P001,ST009,2.0,28000000,56000000.0,2026-09,CH_HCM_TB_8,Miền Nam,B,iPhone 15 Pro Max 256GB,Apple,Smartphone
TXN1612,2026-07-18,P007,ST015,1.0,27000000,27000000.0,2026-07,CH_BD_TDM_14,Miền Nam,C,iPad Pro M4 11 inch,Apple,Tablet
TXN2073,2026-09-09,P008,ST003,4.0,9500000,38000000.0,2026-09,CH_HCM_GV_2,Miền Nam,C,Apple Watch Series 9,Apple,Smartwatch
TXN1965,2026-08-19,P008,ST015,1.0,10000000,10000000.0,2026-08,CH_BD_TDM_14,Miền Nam,C,Apple Watch Series 9,Apple,Smartwatch
TXN2191,2026-08-25,P003,ST011,4.0,26500000,106000000.0,2026-08,CH_HCM_Q1_10,Miền Nam,D,MacBook Air M3 8GB 256GB,Apple,Laptop
TXN1485,2026-07-08,P003,ST009,5.0,26500000,132500000.0,2026-07,CH_HCM_TB_8,Miền Nam,B,MacBook Air M3 8GB 256GB,Apple,Laptop
TXN1039,2026-07-10,P008,ST013,3.0,10000000,30000000.0,2026-07,CH_HCM_GV_12,Miền Nam,C,Apple Watch Series 9,Apple,Smartwatch
TXN1625,2026-08-28,P001,ST007,1.0,29000000,29000000.0,2026-08,CH_HCM_Q3_6,Miền Nam,A,iPhone 15 Pro Max 256GB,Apple,Smartphone
TXN2333,2026-07-22,P008,ST007,1.0,8500000,8500000.0,2026-07,CH_HCM_Q3_6,Miền Nam,A,Apple Watch Series 9,Apple,Smartwatch
TXN1258,2026-08-28,P007,ST007,2.0,27000000,54000000.0,2026-08,CH_HCM_Q3_6,Miền Nam,A,iPad Pro M4 11 inch,Apple,Tablet
TXN1386,2026-09-29,P004,ST006,4.0,21000000,84000000.0,2026-09,CH_HCM_Q1_5,Miền Nam,D,Xiaomi 14 5G,Xiaomi,Smartphone
TXN2155,2026-08-27,P010,ST010,1.0,6500000,6500000.0,2026-08,CH_BD_TDM_9,Miền Nam,C,Loa Bluetooth Marshall,Marshall,Accessories
TXN2247,2026-07-23,P004,ST006,2.0,20500000,41000000.0,2026-07,CH_HCM_Q1_5,Miền Nam,D,Xiaomi 14 5G,Xiaomi,Smartphone
TXN2482,2026-09-04,P010,ST001,2.0,6500000,13000000.0,2026-09,CH_HCM_Q1_0,Miền Nam,D,Loa Bluetooth Marshall,Marshall,Accessories
TXN1467,2026-09-26,P004,ST012,1.0,22000000,22000000.0,2026-09,CH_HCM_Q3_11,Miền Nam,A,Xiaomi 14 5G,Xiaomi,Smartphone
TXN1721,2026-07-08,P001,ST003,1.0,29000000,29000000.0,2026-07,CH_HCM_GV_2,Miền Nam,C,iPhone 15 Pro Max 256GB,Apple,Smartphone
